# Constants and Parameters

# Final flow velocity (u_f): 1000 (m/s) - The final velocity of the flow
# Initial particle velocity (u_0): 0 (m/s) - The initial velocity of the particle
# Particle radius (r_is): 1e-06 (m) - The radius of the particle
# Nozzle radius (r_n): 0.05 (m) - The radius of the nozzle
# Particle density (q): 7874 (kg/m^3) - The density of the particle
# Gas density (q_g): 1.2754 (kg/m^3) - The density of the gas
# Gas constant (R): 8.31446 (J/(kg*K)) - The specific gas constant
# Gamma: 1.4# Molar mass of air (M): 0.029 (kg/mol) - The molar mass of air
# Gas temperature (T): 300 (K) - The temperature of the gas
# Reference temperature (T_0): 291.15 (K) - The reference temperature for gas
# Reference viscosity (eta_0): 1.827e-05 (Pa*s) - The reference viscosity of the gas
# Specific heat capacity of the gas (Cp): 460 (J/(kg*K)) - The specific heat capacity of the gas
# Speed of sound (Sound speed): 347.011 (m/s) - The speed of sound in the gas
# Dynamic viscosity (Viscosity): 1.91093e-05 (Pa*s) - The dynamic viscosity of the gas






# i  t  v  x  h  fi
7433 12401.8 908.164 3.15993e+06 0.833357 0.00140239
7434 12402.6 908.271 3.16069e+06 0.833357 0.00140187
7435 12403.4 908.378 3.16144e+06 0.833357 0.00140135
7436 12404.3 908.485 3.1622e+06 0.833357 0.00140083
7437 12405.1 908.592 3.16296e+06 0.833357 0.00140031
7438 12405.9 908.698 3.16371e+06 0.833357 0.00139979
7439 12406.8 908.805 3.16447e+06 0.833357 0.00139928
7440 12407.6 908.911 3.16523e+06 0.833357 0.00139876
7441 12408.4 909.017 3.16599e+06 0.833357 0.00139824
7442 12409.3 909.123 3.16674e+06 0.833357 0.00139773
7443 12410.1 909.229 3.1675e+06 0.833357 0.00139721
7444 12410.9 909.334 3.16826e+06 0.833357 0.0013967
7445 12411.8 909.44 3.16902e+06 0.833357 0.00139618
7446 12412.6 909.545 3.16977e+06 0.833357 0.00139567
7447 12413.4 909.65 3.17053e+06 0.833357 0.00139516
7448 12414.3 909.755 3.17129e+06 0.833357 0.00139465
7449 12415.1 909.86 3.17205e+06 0.833357 0.00139414
7450 12415.9 909.965 3.17281e+06 0.833357 0.00139362
7451 12416.8 910.069 3.17357e+06 0.833357 0.00139311
7452 12417.6 910.173 3.17432e+06 0.833357 0.0013926
7453 12418.4 910.278 3.17508e+06 0.833357 0.0013921
7454 12419.3 910.382 3.17584e+06 0.833357 0.00139159
7455 12420.1 910.485 3.1766e+06 0.833357 0.00139108
7456 12420.9 910.589 3.17736e+06 0.833357 0.00139057
7457 12421.8 910.693 3.17812e+06 0.833357 0.00139007
7458 12422.6 910.796 3.17888e+06 0.833357 0.00138956
7459 12423.4 910.899 3.17964e+06 0.833357 0.00138905
7460 12424.3 911.002 3.1804e+06 0.833357 0.00138855
7461 12425.1 911.105 3.18115e+06 0.833357 0.00138804
7462 12425.9 911.208 3.18191e+06 0.833357 0.00138754
7463 12426.8 911.311 3.18267e+06 0.833357 0.00138704
7464 12427.6 911.413 3.18343e+06 0.833357 0.00138653
7465 12428.4 911.515 3.18419e+06 0.833357 0.00138603
7466 12429.3 911.617 3.18495e+06 0.833357 0.00138553
7467 12430.1 911.719 3.18571e+06 0.833357 0.00138503
7468 12430.9 911.821 3.18647e+06 0.833357 0.00138453
7469 12431.8 911.923 3.18723e+06 0.833357 0.00138403
7470 12432.6 912.024 3.18799e+06 0.833357 0.00138353
7471 12433.4 912.126 3.18875e+06 0.833357 0.00138303
7472 12434.3 912.227 3.18951e+06 0.833357 0.00138253
7473 12435.1 912.328 3.19027e+06 0.833357 0.00138203
7474 12435.9 912.429 3.19103e+06 0.833357 0.00138154
7475 12436.8 912.53 3.19179e+06 0.833357 0.00138104
7476 12437.6 912.63 3.19255e+06 0.833357 0.00138054
7477 12438.4 912.731 3.19331e+06 0.833357 0.00138005
7478 12439.3 912.831 3.19407e+06 0.833357 0.00137955
7479 12440.1 912.931 3.19484e+06 0.833357 0.00137906
7480 12440.9 913.031 3.1956e+06 0.916693 0.00137856
7481 12441.8 913.141 3.19643e+06 0.916693 0.00137802
7482 12442.8 913.251 3.19727e+06 0.916693 0.00137748
7483 12443.7 913.36 3.19811e+06 0.916693 0.00137694
7484 12444.6 913.469 3.19894e+06 0.916693 0.0013764
7485 12445.5 913.578 3.19978e+06 0.916693 0.00137586
7486 12446.4 913.687 3.20062e+06 0.916693 0.00137532
7487 12447.3 913.796 3.20146e+06 0.916693 0.00137478
7488 12448.3 913.905 3.20229e+06 0.916693 0.00137424
7489 12449.2 914.013 3.20313e+06 0.916693 0.0013737
7490 12450.1 914.121 3.20397e+06 0.916693 0.00137317
7491 12451 914.229 3.20481e+06 0.916693 0.00137263
7492 12451.9 914.337 3.20565e+06 0.916693 0.0013721
7493 12452.8 914.445 3.20648e+06 0.916693 0.00137156
7494 12453.8 914.552 3.20732e+06 0.916693 0.00137103
7495 12454.7 914.659 3.20816e+06 0.916693 0.00137049
7496 12455.6 914.767 3.209e+06 0.916693 0.00136996
7497 12456.5 914.873 3.20984e+06 0.916693 0.00136943
7498 12457.4 914.98 3.21068e+06 0.916693 0.0013689
7499 12458.3 915.087 3.21152e+06 0.916693 0.00136837
7500 12459.3 915.193 3.21236e+06 0.916693 0.00136784
7501 12460.2 915.3 3.21319e+06 0.916693 0.00136731
7502 12461.1 915.406 3.21403e+06 0.916693 0.00136678
7503 12462 915.511 3.21487e+06 0.916693 0.00136625
7504 12462.9 915.617 3.21571e+06 0.916693 0.00136572
7505 12463.8 915.723 3.21655e+06 0.916693 0.00136519
7506 12464.8 915.828 3.21739e+06 0.916693 0.00136467
7507 12465.7 915.933 3.21823e+06 0.916693 0.00136414
7508 12466.6 916.038 3.21907e+06 0.916693 0.00136362
7509 12467.5 916.143 3.21991e+06 0.916693 0.00136309
7510 12468.4 916.248 3.22075e+06 0.916693 0.00136257
7511 12469.3 916.353 3.22159e+06 0.916693 0.00136204
7512 12470.3 916.457 3.22243e+06 0.916693 0.00136152
7513 12471.2 916.561 3.22327e+06 0.916693 0.001361
7514 12472.1 916.665 3.22411e+06 0.916693 0.00136048
7515 12473 916.769 3.22495e+06 0.916693 0.00135996
7516 12473.9 916.873 3.22579e+06 0.916693 0.00135944
7517 12474.8 916.976 3.22663e+06 0.916693 0.00135892
7518 12475.8 917.079 3.22747e+06 0.916693 0.0013584
7519 12476.7 917.183 3.22831e+06 0.916693 0.00135788
7520 12477.6 917.286 3.22915e+06 0.916693 0.00135736
7521 12478.5 917.388 3.22999e+06 0.916693 0.00135684
7522 12479.4 917.491 3.23084e+06 0.916693 0.00135633
7523 12480.3 917.594 3.23168e+06 0.916693 0.00135581
7524 12481.3 917.696 3.23252e+06 0.916693 0.0013553
7525 12482.2 917.798 3.23336e+06 0.916693 0.00135478
7526 12483.1 917.9 3.2342e+06 0.916693 0.00135427
7527 12484 918.002 3.23504e+06 0.916693 0.00135375
7528 12484.9 918.104 3.23588e+06 0.916693 0.00135324
7529 12485.8 918.205 3.23673e+06 0.916693 0.00135273
7530 12486.8 918.306 3.23757e+06 0.916693 0.00135222
7531 12487.7 918.408 3.23841e+06 0.916693 0.00135171
7532 12488.6 918.509 3.23925e+06 0.916693 0.0013512
7533 12489.5 918.61 3.24009e+06 0.916693 0.00135069
7534 12490.4 918.71 3.24093e+06 0.916693 0.00135018
7535 12491.3 918.811 3.24178e+06 0.916693 0.00134967
7536 12492.3 918.911 3.24262e+06 0.916693 0.00134916
7537 12493.2 919.011 3.24346e+06 0.916693 0.00134865
7538 12494.1 919.111 3.2443e+06 0.916693 0.00134815
7539 12495 919.211 3.24515e+06 1.00836 0.00134764
7540 12496 919.321 3.24607e+06 1.00836 0.00134708
7541 12497 919.43 3.247e+06 1.00836 0.00134653
7542 12498 919.54 3.24793e+06 1.00836 0.00134597
7543 12499 919.649 3.24886e+06 1.00836 0.00134542
7544 12500 919.758 3.24978e+06 1.00836 0.00134486
7545 12501.1 919.867 3.25071e+06 1.00836 0.00134431
7546 12502.1 919.975 3.25164e+06 1.00836 0.00134376
7547 12503.1 920.083 3.25257e+06 1.00836 0.00134321
7548 12504.1 920.192 3.25349e+06 1.00836 0.00134266
7549 12505.1 920.299 3.25442e+06 1.00836 0.00134211
7550 12506.1 920.407 3.25535e+06 1.00836 0.00134156
7551 12507.1 920.515 3.25628e+06 1.00836 0.00134101
7552 12508.1 920.622 3.25721e+06 1.00836 0.00134046
7553 12509.1 920.729 3.25813e+06 1.00836 0.00133992
7554 12510.1 920.836 3.25906e+06 1.00836 0.00133937
7555 12511.1 920.943 3.25999e+06 1.00836 0.00133882
7556 12512.1 921.05 3.26092e+06 1.00836 0.00133828
7557 12513.2 921.156 3.26185e+06 1.00836 0.00133773
7558 12514.2 921.263 3.26278e+06 1.00836 0.00133719
7559 12515.2 921.369 3.26371e+06 1.00836 0.00133665
7560 12516.2 921.475 3.26464e+06 1.00836 0.00133611
7561 12517.2 921.58 3.26557e+06 1.00836 0.00133556
7562 12518.2 921.686 3.26649e+06 1.00836 0.00133502
7563 12519.2 921.791 3.26742e+06 1.00836 0.00133448
7564 12520.2 921.896 3.26835e+06 1.00836 0.00133394
7565 12521.2 922.001 3.26928e+06 1.00836 0.00133341
7566 12522.2 922.106 3.27021e+06 1.00836 0.00133287
7567 12523.2 922.211 3.27114e+06 1.00836 0.00133233
7568 12524.2 922.315 3.27207e+06 1.00836 0.00133179
7569 12525.3 922.419 3.273e+06 1.00836 0.00133126
7570 12526.3 922.523 3.27393e+06 1.00836 0.00133072
7571 12527.3 922.627 3.27486e+06 1.00836 0.00133019
7572 12528.3 922.731 3.27579e+06 1.00836 0.00132965
7573 12529.3 922.834 3.27672e+06 1.00836 0.00132912
7574 12530.3 922.938 3.27765e+06 1.00836 0.00132859
7575 12531.3 923.041 3.27859e+06 1.00836 0.00132805
7576 12532.3 923.144 3.27952e+06 1.00836 0.00132752
7577 12533.3 923.247 3.28045e+06 1.00836 0.00132699
7578 12534.3 923.349 3.28138e+06 1.00836 0.00132646
7579 12535.3 923.452 3.28231e+06 1.00836 0.00132593
7580 12536.3 923.554 3.28324e+06 1.00836 0.0013254
7581 12537.4 923.656 3.28417e+06 1.00836 0.00132488
7582 12538.4 923.758 3.2851e+06 1.00836 0.00132435
7583 12539.4 923.86 3.28603e+06 1.00836 0.00132382
7584 12540.4 923.961 3.28697e+06 1.00836 0.0013233
7585 12541.4 924.063 3.2879e+06 1.00836 0.00132277
7586 12542.4 924.164 3.28883e+06 1.00836 0.00132225
7587 12543.4 924.265 3.28976e+06 1.00836 0.00132172
7588 12544.4 924.366 3.29069e+06 1.00836 0.0013212
7589 12545.4 924.466 3.29163e+06 1.00836 0.00132068
7590 12546.4 924.567 3.29256e+06 1.00836 0.00132015
7591 12547.4 924.667 3.29349e+06 1.00836 0.00131963
7592 12548.4 924.767 3.29442e+06 1.00836 0.00131911
7593 12549.5 924.867 3.29536e+06 1.1092 0.00131859
7594 12550.6 924.977 3.29638e+06 1.1092 0.00131802
7595 12551.7 925.087 3.29741e+06 1.1092 0.00131745
7596 12552.8 925.196 3.29843e+06 1.1092 0.00131688
7597 12553.9 925.305 3.29946e+06 1.1092 0.00131631
7598 12555 925.414 3.30049e+06 1.1092 0.00131574
7599 12556.1 925.523 3.30151e+06 1.1092 0.00131517
7600 12557.2 925.631 3.30254e+06 1.1092 0.00131461
7601 12558.3 925.74 3.30357e+06 1.1092 0.00131404
7602 12559.4 925.848 3.30459e+06 1.1092 0.00131348
7603 12560.5 925.956 3.30562e+06 1.1092 0.00131291
7604 12561.7 926.064 3.30665e+06 1.1092 0.00131235
7605 12562.8 926.171 3.30767e+06 1.1092 0.00131178
7606 12563.9 926.278 3.3087e+06 1.1092 0.00131122
7607 12565 926.386 3.30973e+06 1.1092 0.00131066
7608 12566.1 926.492 3.31076e+06 1.1092 0.0013101
7609 12567.2 926.599 3.31179e+06 1.1092 0.00130954
7610 12568.3 926.706 3.31281e+06 1.1092 0.00130898
7611 12569.4 926.812 3.31384e+06 1.1092 0.00130842
7612 12570.5 926.918 3.31487e+06 1.1092 0.00130787
7613 12571.6 927.024 3.3159e+06 1.1092 0.00130731
7614 12572.8 927.13 3.31693e+06 1.1092 0.00130675
7615 12573.9 927.235 3.31795e+06 1.1092 0.0013062
7616 12575 927.341 3.31898e+06 1.1092 0.00130564
7617 12576.1 927.446 3.32001e+06 1.1092 0.00130509
7618 12577.2 927.551 3.32104e+06 1.1092 0.00130453
7619 12578.3 927.655 3.32207e+06 1.1092 0.00130398
7620 12579.4 927.76 3.3231e+06 1.1092 0.00130343
7621 12580.5 927.864 3.32413e+06 1.1092 0.00130288
7622 12581.6 927.968 3.32516e+06 1.1092 0.00130233
7623 12582.7 928.072 3.32619e+06 1.1092 0.00130178
7624 12583.8 928.176 3.32721e+06 1.1092 0.00130123
7625 12585 928.28 3.32824e+06 1.1092 0.00130068
7626 12586.1 928.383 3.32927e+06 1.1092 0.00130014
7627 12587.2 928.486 3.3303e+06 1.1092 0.00129959
7628 12588.3 928.589 3.33133e+06 1.1092 0.00129904
7629 12589.4 928.692 3.33236e+06 1.1092 0.0012985
7630 12590.5 928.795 3.33339e+06 1.1092 0.00129795
7631 12591.6 928.897 3.33442e+06 1.1092 0.00129741
7632 12592.7 928.999 3.33545e+06 1.1092 0.00129687
7633 12593.8 929.101 3.33649e+06 1.1092 0.00129633
7634 12594.9 929.203 3.33752e+06 1.1092 0.00129578
7635 12596 929.305 3.33855e+06 1.1092 0.00129524
7636 12597.2 929.406 3.33958e+06 1.1092 0.0012947
7637 12598.3 929.508 3.34061e+06 1.1092 0.00129416
7638 12599.4 929.609 3.34164e+06 1.1092 0.00129362
7639 12600.5 929.71 3.34267e+06 1.1092 0.00129309
7640 12601.6 929.81 3.3437e+06 1.1092 0.00129255
7641 12602.7 929.911 3.34473e+06 1.1092 0.00129201
7642 12603.8 930.011 3.34576e+06 1.1092 0.00129148
7643 12604.9 930.111 3.3468e+06 1.1092 0.00129094
7644 12606 930.211 3.34783e+06 1.22012 0.00129041
7645 12607.2 930.321 3.34896e+06 1.22012 0.00128982
7646 12608.5 930.431 3.3501e+06 1.22012 0.00128923
7647 12609.7 930.54 3.35123e+06 1.22012 0.00128865
7648 12610.9 930.649 3.35237e+06 1.22012 0.00128806
7649 12612.1 930.758 3.3535e+06 1.22012 0.00128748
7650 12613.3 930.867 3.35464e+06 1.22012 0.0012869
7651 12614.6 930.975 3.35578e+06 1.22012 0.00128632
7652 12615.8 931.083 3.35691e+06 1.22012 0.00128574
7653 12617 931.191 3.35805e+06 1.22012 0.00128516
7654 12618.2 931.299 3.35918e+06 1.22012 0.00128458
7655 12619.4 931.407 3.36032e+06 1.22012 0.001284
7656 12620.7 931.514 3.36146e+06 1.22012 0.00128342
7657 12621.9 931.621 3.36259e+06 1.22012 0.00128284
7658 12623.1 931.728 3.36373e+06 1.22012 0.00128227
7659 12624.3 931.835 3.36487e+06 1.22012 0.00128169
7660 12625.5 931.941 3.366e+06 1.22012 0.00128112
7661 12626.8 932.048 3.36714e+06 1.22012 0.00128054
7662 12628 932.154 3.36828e+06 1.22012 0.00127997
7663 12629.2 932.259 3.36942e+06 1.22012 0.0012794
7664 12630.4 932.365 3.37055e+06 1.22012 0.00127883
7665 12631.6 932.471 3.37169e+06 1.22012 0.00127826
7666 12632.9 932.576 3.37283e+06 1.22012 0.00127769
7667 12634.1 932.681 3.37397e+06 1.22012 0.00127712
7668 12635.3 932.786 3.37511e+06 1.22012 0.00127655
7669 12636.5 932.89 3.37624e+06 1.22012 0.00127598
7670 12637.7 932.995 3.37738e+06 1.22012 0.00127542
7671 12639 933.099 3.37852e+06 1.22012 0.00127485
7672 12640.2 933.203 3.37966e+06 1.22012 0.00127429
7673 12641.4 933.306 3.3808e+06 1.22012 0.00127372
7674 12642.6 933.41 3.38194e+06 1.22012 0.00127316
7675 12643.9 933.513 3.38308e+06 1.22012 0.0012726
7676 12645.1 933.616 3.38421e+06 1.22012 0.00127204
7677 12646.3 933.719 3.38535e+06 1.22012 0.00127148
7678 12647.5 933.822 3.38649e+06 1.22012 0.00127092
7679 12648.7 933.925 3.38763e+06 1.22012 0.00127036
7680 12650 934.027 3.38877e+06 1.22012 0.0012698
7681 12651.2 934.129 3.38991e+06 1.22012 0.00126924
7682 12652.4 934.231 3.39105e+06 1.22012 0.00126868
7683 12653.6 934.333 3.39219e+06 1.22012 0.00126813
7684 12654.8 934.434 3.39333e+06 1.22012 0.00126757
7685 12656.1 934.535 3.39447e+06 1.22012 0.00126702
7686 12657.3 934.637 3.39561e+06 1.22012 0.00126647
7687 12658.5 934.737 3.39675e+06 1.22012 0.00126591
7688 12659.7 934.838 3.39789e+06 1.22012 0.00126536
7689 12660.9 934.939 3.39903e+06 1.22012 0.00126481
7690 12662.2 935.039 3.40017e+06 1.22012 0.00126426
7691 12663.4 935.139 3.40132e+06 1.22012 0.00126371
7692 12664.6 935.239 3.40246e+06 1.34213 0.00126316
7693 12665.9 935.349 3.40371e+06 1.34213 0.00126256
7694 12667.3 935.458 3.40497e+06 1.34213 0.00126196
7695 12668.6 935.567 3.40622e+06 1.34213 0.00126135
7696 12670 935.676 3.40748e+06 1.34213 0.00126075
7697 12671.3 935.785 3.40873e+06 1.34213 0.00126016
7698 12672.6 935.893 3.40999e+06 1.34213 0.00125956
7699 12674 936.002 3.41125e+06 1.34213 0.00125896
7700 12675.3 936.11 3.4125e+06 1.34213 0.00125836
7701 12676.7 936.217 3.41376e+06 1.34213 0.00125777
7702 12678 936.325 3.41502e+06 1.34213 0.00125717
7703 12679.4 936.432 3.41627e+06 1.34213 0.00125658
7704 12680.7 936.539 3.41753e+06 1.34213 0.00125599
7705 12682 936.646 3.41879e+06 1.34213 0.0012554
7706 12683.4 936.753 3.42004e+06 1.34213 0.0012548
7707 12684.7 936.859 3.4213e+06 1.34213 0.00125421
7708 12686.1 936.966 3.42256e+06 1.34213 0.00125362
7709 12687.4 937.071 3.42382e+06 1.34213 0.00125304
7710 12688.8 937.177 3.42507e+06 1.34213 0.00125245
7711 12690.1 937.283 3.42633e+06 1.34213 0.00125186
7712 12691.4 937.388 3.42759e+06 1.34213 0.00125128
7713 12692.8 937.493 3.42885e+06 1.34213 0.00125069
7714 12694.1 937.598 3.43011e+06 1.34213 0.00125011
7715 12695.5 937.702 3.43136e+06 1.34213 0.00124953
7716 12696.8 937.807 3.43262e+06 1.34213 0.00124894
7717 12698.1 937.911 3.43388e+06 1.34213 0.00124836
7718 12699.5 938.015 3.43514e+06 1.34213 0.00124778
7719 12700.8 938.118 3.4364e+06 1.34213 0.0012472
7720 12702.2 938.222 3.43766e+06 1.34213 0.00124662
7721 12703.5 938.325 3.43892e+06 1.34213 0.00124605
7722 12704.9 938.428 3.44018e+06 1.34213 0.00124547
7723 12706.2 938.531 3.44144e+06 1.34213 0.00124489
7724 12707.5 938.634 3.4427e+06 1.34213 0.00124432
7725 12708.9 938.736 3.44396e+06 1.34213 0.00124375
7726 12710.2 938.838 3.44522e+06 1.34213 0.00124317
7727 12711.6 938.94 3.44648e+06 1.34213 0.0012426
7728 12712.9 939.042 3.44774e+06 1.34213 0.00124203
7729 12714.3 939.143 3.449e+06 1.34213 0.00124146
7730 12715.6 939.245 3.45026e+06 1.34213 0.00124089
7731 12716.9 939.346 3.45152e+06 1.34213 0.00124032
7732 12718.3 939.447 3.45278e+06 1.34213 0.00123975
7733 12719.6 939.547 3.45404e+06 1.34213 0.00123918
7734 12721 939.648 3.4553e+06 1.34213 0.00123862
7735 12722.3 939.748 3.45656e+06 1.34213 0.00123805
7736 12723.6 939.848 3.45782e+06 1.34213 0.00123749
7737 12725 939.948 3.45909e+06 1.47634 0.00123692
7738 12726.5 940.057 3.46047e+06 1.47634 0.0012363
7739 12727.9 940.167 3.46186e+06 1.47634 0.00123569
7740 12729.4 940.276 3.46325e+06 1.47634 0.00123507
7741 12730.9 940.384 3.46464e+06 1.47634 0.00123445
7742 12732.4 940.493 3.46603e+06 1.47634 0.00123384
7743 12733.8 940.601 3.46741e+06 1.47634 0.00123322
7744 12735.3 940.709 3.4688e+06 1.47634 0.00123261
7745 12736.8 940.817 3.47019e+06 1.47634 0.001232
7746 12738.3 940.924 3.47158e+06 1.47634 0.00123139
7747 12739.8 941.032 3.47297e+06 1.47634 0.00123078
7748 12741.2 941.139 3.47436e+06 1.47634 0.00123017
7749 12742.7 941.245 3.47575e+06 1.47634 0.00122956
7750 12744.2 941.352 3.47714e+06 1.47634 0.00122895
7751 12745.7 941.458 3.47853e+06 1.47634 0.00122834
7752 12747.1 941.564 3.47992e+06 1.47634 0.00122774
7753 12748.6 941.67 3.48131e+06 1.47634 0.00122714
7754 12750.1 941.776 3.4827e+06 1.47634 0.00122653
7755 12751.6 941.881 3.48409e+06 1.47634 0.00122593
7756 12753 941.986 3.48548e+06 1.47634 0.00122533
7757 12754.5 942.091 3.48687e+06 1.47634 0.00122473
7758 12756 942.195 3.48826e+06 1.47634 0.00122413
7759 12757.5 942.3 3.48965e+06 1.47634 0.00122353
7760 12758.9 942.404 3.49104e+06 1.47634 0.00122293
7761 12760.4 942.508 3.49244e+06 1.47634 0.00122234
7762 12761.9 942.611 3.49383e+06 1.47634 0.00122174
7763 12763.4 942.715 3.49522e+06 1.47634 0.00122115
7764 12764.8 942.818 3.49661e+06 1.47634 0.00122055
7765 12766.3 942.921 3.498e+06 1.47634 0.00121996
7766 12767.8 943.024 3.49939e+06 1.47634 0.00121937
7767 12769.3 943.126 3.50079e+06 1.47634 0.00121878
7768 12770.8 943.228 3.50218e+06 1.47634 0.00121819
7769 12772.2 943.33 3.50357e+06 1.47634 0.0012176
7770 12773.7 943.432 3.50496e+06 1.47634 0.00121701
7771 12775.2 943.534 3.50636e+06 1.47634 0.00121643
7772 12776.7 943.635 3.50775e+06 1.47634 0.00121584
7773 12778.1 943.736 3.50914e+06 1.47634 0.00121526
7774 12779.6 943.837 3.51054e+06 1.47634 0.00121467
7775 12781.1 943.937 3.51193e+06 1.47634 0.00121409
7776 12782.6 944.038 3.51332e+06 1.47634 0.00121351
7777 12784 944.138 3.51472e+06 1.47634 0.00121292
7778 12785.5 944.238 3.51611e+06 1.62398 0.00121234
7779 12787.1 944.347 3.51765e+06 1.62398 0.00121171
7780 12788.8 944.457 3.51918e+06 1.62398 0.00121107
7781 12790.4 944.566 3.52071e+06 1.62398 0.00121044
7782 12792 944.675 3.52225e+06 1.62398 0.0012098
7783 12793.6 944.783 3.52378e+06 1.62398 0.00120917
7784 12795.3 944.892 3.52532e+06 1.62398 0.00120854
7785 12796.9 945 3.52685e+06 1.62398 0.00120791
7786 12798.5 945.107 3.52839e+06 1.62398 0.00120728
7787 12800.1 945.215 3.52992e+06 1.62398 0.00120665
7788 12801.8 945.322 3.53146e+06 1.62398 0.00120602
7789 12803.4 945.429 3.53299e+06 1.62398 0.0012054
7790 12805 945.536 3.53453e+06 1.62398 0.00120477
7791 12806.6 945.642 3.53606e+06 1.62398 0.00120415
7792 12808.3 945.748 3.5376e+06 1.62398 0.00120352
7793 12809.9 945.854 3.53913e+06 1.62398 0.0012029
7794 12811.5 945.96 3.54067e+06 1.62398 0.00120228
7795 12813.1 946.065 3.54221e+06 1.62398 0.00120166
7796 12814.7 946.17 3.54374e+06 1.62398 0.00120104
7797 12816.4 946.275 3.54528e+06 1.62398 0.00120043
7798 12818 946.38 3.54682e+06 1.62398 0.00119981
7799 12819.6 946.484 3.54835e+06 1.62398 0.00119919
7800 12821.2 946.588 3.54989e+06 1.62398 0.00119858
7801 12822.9 946.692 3.55143e+06 1.62398 0.00119797
7802 12824.5 946.796 3.55296e+06 1.62398 0.00119736
7803 12826.1 946.899 3.5545e+06 1.62398 0.00119674
7804 12827.7 947.002 3.55604e+06 1.62398 0.00119613
7805 12829.4 947.105 3.55758e+06 1.62398 0.00119553
7806 12831 947.207 3.55912e+06 1.62398 0.00119492
7807 12832.6 947.31 3.56065e+06 1.62398 0.00119431
7808 12834.2 947.412 3.56219e+06 1.62398 0.0011937
7809 12835.9 947.514 3.56373e+06 1.62398 0.0011931
7810 12837.5 947.615 3.56527e+06 1.62398 0.0011925
7811 12839.1 947.717 3.56681e+06 1.62398 0.00119189
7812 12840.7 947.818 3.56835e+06 1.62398 0.00119129
7813 12842.4 947.918 3.56989e+06 1.62398 0.00119069
7814 12844 948.019 3.57143e+06 1.62398 0.00119009
7815 12845.6 948.119 3.57297e+06 1.62398 0.00118949
7816 12847.2 948.22 3.57451e+06 1.62398 0.0011889
7817 12848.9 948.319 3.57605e+06 1.78637 0.0011883
7818 12850.6 948.429 3.57774e+06 1.78637 0.00118764
7819 12852.4 948.538 3.57944e+06 1.78637 0.00118699
7820 12854.2 948.647 3.58113e+06 1.78637 0.00118634
7821 12856 948.756 3.58282e+06 1.78637 0.00118569
7822 12857.8 948.864 3.58452e+06 1.78637 0.00118504
7823 12859.6 948.972 3.58621e+06 1.78637 0.00118439
7824 12861.4 949.08 3.58791e+06 1.78637 0.00118374
7825 12863.1 949.188 3.58961e+06 1.78637 0.00118309
7826 12864.9 949.295 3.5913e+06 1.78637 0.00118245
7827 12866.7 949.402 3.593e+06 1.78637 0.00118181
7828 12868.5 949.509 3.59469e+06 1.78637 0.00118116
7829 12870.3 949.615 3.59639e+06 1.78637 0.00118052
7830 12872.1 949.721 3.59809e+06 1.78637 0.00117988
7831 12873.9 949.827 3.59978e+06 1.78637 0.00117924
7832 12875.6 949.932 3.60148e+06 1.78637 0.0011786
7833 12877.4 950.038 3.60318e+06 1.78637 0.00117797
7834 12879.2 950.143 3.60487e+06 1.78637 0.00117733
7835 12881 950.247 3.60657e+06 1.78637 0.0011767
7836 12882.8 950.352 3.60827e+06 1.78637 0.00117606
7837 12884.6 950.456 3.60997e+06 1.78637 0.00117543
7838 12886.4 950.56 3.61166e+06 1.78637 0.0011748
7839 12888.2 950.664 3.61336e+06 1.78637 0.00117417
7840 12889.9 950.767 3.61506e+06 1.78637 0.00117354
7841 12891.7 950.87 3.61676e+06 1.78637 0.00117292
7842 12893.5 950.973 3.61846e+06 1.78637 0.00117229
7843 12895.3 951.075 3.62016e+06 1.78637 0.00117167
7844 12897.1 951.178 3.62186e+06 1.78637 0.00117104
7845 12898.9 951.28 3.62356e+06 1.78637 0.00117042
7846 12900.7 951.381 3.62525e+06 1.78637 0.0011698
7847 12902.4 951.483 3.62695e+06 1.78637 0.00116918
7848 12904.2 951.584 3.62865e+06 1.78637 0.00116856
7849 12906 951.685 3.63035e+06 1.78637 0.00116794
7850 12907.8 951.786 3.63205e+06 1.78637 0.00116732
7851 12909.6 951.886 3.63375e+06 1.78637 0.00116671
7852 12911.4 951.986 3.63546e+06 1.78637 0.00116609
7853 12913.2 952.086 3.63716e+06 1.96501 0.00116548
7854 12915.1 952.196 3.63903e+06 1.96501 0.00116481
7855 12917.1 952.305 3.6409e+06 1.96501 0.00116413
7856 12919.1 952.414 3.64277e+06 1.96501 0.00116346
7857 12921 952.522 3.64464e+06 1.96501 0.00116279
7858 12923 952.631 3.64651e+06 1.96501 0.00116212
7859 12925 952.739 3.64838e+06 1.96501 0.00116146
7860 12926.9 952.847 3.65026e+06 1.96501 0.00116079
7861 12928.9 952.954 3.65213e+06 1.96501 0.00116013
7862 12930.8 953.061 3.654e+06 1.96501 0.00115947
7863 12932.8 953.168 3.65588e+06 1.96501 0.0011588
7864 12934.8 953.274 3.65775e+06 1.96501 0.00115814
7865 12936.7 953.381 3.65962e+06 1.96501 0.00115748
7866 12938.7 953.486 3.6615e+06 1.96501 0.00115683
7867 12940.7 953.592 3.66337e+06 1.96501 0.00115617
7868 12942.6 953.697 3.66524e+06 1.96501 0.00115552
7869 12944.6 953.802 3.66712e+06 1.96501 0.00115486
