# Constants and Parameters

# Final flow velocity (u_f): 1000 (m/s) - The final velocity of the flow
# Initial particle velocity (u_0): 0 (m/s) - The initial velocity of the particle
# Particle radius (r_is): 1e-06 (m) - The radius of the particle
# Nozzle radius (r_n): 0.05 (m) - The radius of the nozzle
# Particle density (q): 7874 (kg/m^3) - The density of the particle
# Gas density (q_g): 1.2754 (kg/m^3) - The density of the gas
# Gas constant (R): 8.31446 (J/(kg*K)) - The specific gas constant
# Gamma: 1.4# Molar mass of air (M): 0.029 (kg/mol) - The molar mass of air
# Gas temperature (T): 300 (K) - The temperature of the gas
# Reference temperature (T_0): 291.15 (K) - The reference temperature for gas
# Reference viscosity (eta_0): 1.827e-05 (Pa*s) - The reference viscosity of the gas
# Specific heat capacity of the gas (Cp): 460 (J/(kg*K)) - The specific heat capacity of the gas
# Speed of sound (Sound speed): 347.011 (m/s) - The speed of sound in the gas
# Dynamic viscosity (Viscosity): 1.91093e-05 (Pa*s) - The dynamic viscosity of the gas






# i  t  v  x  h  fi
1825 4729.51 183.395 444816 2.99906 4.39377e-05
1826 4732.51 183.502 445366 2.99906 4.39393e-05
1827 4735.51 183.61 445916 2.99906 4.39409e-05
1828 4738.51 183.718 446467 2.99906 4.39424e-05
1829 4741.51 183.825 447018 2.99906 4.3944e-05
1830 4744.51 183.933 447570 2.99906 4.39455e-05
1831 4747.51 184.04 448122 2.99906 4.39471e-05
1832 4750.51 184.148 448674 2.99906 4.39487e-05
1833 4753.5 184.255 449226 2.99906 4.39502e-05
1834 4756.5 184.363 449779 2.99906 4.39518e-05
1835 4759.5 184.47 450332 2.99906 4.39534e-05
1836 4762.5 184.578 450885 2.99906 4.39549e-05
1837 4765.5 184.685 451439 2.99906 4.39565e-05
1838 4768.5 184.793 451993 2.99906 4.3958e-05
1839 4771.5 184.9 452548 2.99906 4.39596e-05
1840 4774.5 185.008 453102 2.99906 4.39612e-05
1841 4777.5 185.115 453657 2.99906 4.39627e-05
1842 4780.5 185.223 454213 2.99906 4.39643e-05
1843 4783.5 185.33 454768 2.99906 4.39659e-05
1844 4786.49 185.437 455324 2.99906 4.39674e-05
1845 4789.49 185.545 455880 2.99906 4.3969e-05
1846 4792.49 185.652 456437 2.99906 4.39706e-05
1847 4795.49 185.76 456994 2.99906 4.39721e-05
1848 4798.49 185.867 457551 2.99906 4.39737e-05
1849 4801.49 185.974 458109 2.99906 4.39753e-05
1850 4804.49 186.082 458667 2.99906 4.39768e-05
1851 4807.49 186.189 459225 2.99906 4.39784e-05
1852 4810.49 186.296 459784 2.99906 4.398e-05
1853 4813.49 186.404 460342 2.99906 4.39815e-05
1854 4816.48 186.511 460902 2.99906 4.39831e-05
1855 4819.48 186.618 461461 2.99906 4.39847e-05
1856 4822.48 186.726 462021 2.99906 4.39863e-05
1857 4825.48 186.833 462581 2.99906 4.39878e-05
1858 4828.48 186.94 463142 2.99906 4.39894e-05
1859 4831.48 187.047 463702 2.99906 4.3991e-05
1860 4834.48 187.155 464264 2.99906 4.39925e-05
1861 4837.48 187.262 464825 2.99906 4.39941e-05
1862 4840.48 187.369 465387 2.99906 4.39957e-05
1863 4843.48 187.476 465949 2.99906 4.39973e-05
1864 4846.48 187.584 466511 2.99906 4.39988e-05
1865 4849.47 187.691 467074 2.99906 4.40004e-05
1866 4852.47 187.798 467637 2.99906 4.4002e-05
1867 4855.47 187.905 468200 2.99906 4.40036e-05
1868 4858.47 188.012 468764 2.99906 4.40051e-05
1869 4861.47 188.119 469328 2.99906 4.40067e-05
1870 4864.47 188.227 469893 2.99906 4.40083e-05
1871 4867.47 188.334 470457 2.99906 4.40099e-05
1872 4870.47 188.441 471022 2.99906 4.40114e-05
1873 4873.47 188.548 471588 2.99906 4.4013e-05
1874 4876.47 188.655 472153 2.99906 4.40146e-05
1875 4879.47 188.762 472719 2.99906 4.40162e-05
1876 4882.46 188.869 473285 2.99906 4.40177e-05
1877 4885.46 188.976 473852 2.99906 4.40193e-05
1878 4888.46 189.083 474419 2.99906 4.40209e-05
1879 4891.46 189.19 474986 2.99906 4.40225e-05
1880 4894.46 189.297 475554 2.99906 4.4024e-05
1881 4897.46 189.404 476122 2.99906 4.40256e-05
1882 4900.46 189.511 476690 2.99906 4.40272e-05
1883 4903.46 189.619 477258 2.99906 4.40288e-05
1884 4906.46 189.726 477827 2.99906 4.40304e-05
1885 4909.46 189.833 478396 2.99906 4.40319e-05
1886 4912.45 189.939 478966 2.99906 4.40335e-05
1887 4915.45 190.046 479536 2.99906 4.40351e-05
1888 4918.45 190.153 480106 2.99906 4.40367e-05
1889 4921.45 190.26 480676 2.99906 4.40383e-05
1890 4924.45 190.367 481247 2.99906 4.40399e-05
1891 4927.45 190.474 481818 2.99906 4.40414e-05
1892 4930.45 190.581 482389 2.99906 4.4043e-05
1893 4933.45 190.688 482961 2.99906 4.40446e-05
1894 4936.45 190.795 483533 2.99906 4.40462e-05
1895 4939.45 190.902 484105 2.99906 4.40478e-05
1896 4942.45 191.009 484678 2.99906 4.40493e-05
1897 4945.44 191.116 485251 2.99906 4.40509e-05
1898 4948.44 191.222 485824 2.99906 4.40525e-05
1899 4951.44 191.329 486398 2.99906 4.40541e-05
1900 4954.44 191.436 486972 2.99906 4.40557e-05
1901 4957.44 191.543 487546 2.99906 4.40573e-05
1902 4960.44 191.65 488121 2.99906 4.40589e-05
1903 4963.44 191.757 488696 2.99906 4.40604e-05
1904 4966.44 191.863 489271 2.99906 4.4062e-05
1905 4969.44 191.97 489847 2.99906 4.40636e-05
1906 4972.44 192.077 490423 2.99906 4.40652e-05
1907 4975.44 192.184 490999 2.99906 4.40668e-05
1908 4978.43 192.29 491575 2.99906 4.40684e-05
1909 4981.43 192.397 492152 2.99906 4.407e-05
1910 4984.43 192.504 492729 2.99906 4.40716e-05
1911 4987.43 192.611 493307 2.99906 4.40732e-05
1912 4990.43 192.717 493885 2.99906 4.40747e-05
1913 4993.43 192.824 494463 2.99906 4.40763e-05
1914 4996.43 192.931 495041 2.99906 4.40779e-05
1915 4999.43 193.037 495620 2.99906 4.40795e-05
1916 5002.43 193.144 496199 2.99906 4.40811e-05
1917 5005.43 193.251 496779 2.99906 4.40827e-05
1918 5008.42 193.357 497358 2.99906 4.40843e-05
1919 5011.42 193.464 497938 2.99906 4.40859e-05
1920 5014.42 193.571 498519 2.99906 4.40875e-05
1921 5017.42 193.677 499099 2.99906 4.40891e-05
1922 5020.42 193.784 499680 2.99906 4.40907e-05
1923 5023.42 193.891 500262 2.99906 4.40922e-05
1924 5026.42 193.997 500843 2.99906 4.40938e-05
1925 5029.42 194.104 501425 2.99906 4.40954e-05
1926 5032.42 194.21 502008 2.99906 4.4097e-05
1927 5035.42 194.317 502590 2.99906 4.40986e-05
1928 5038.42 194.423 503173 2.99906 4.41002e-05
1929 5041.41 194.53 503756 2.99906 4.41018e-05
1930 5044.41 194.636 504340 2.99906 4.41034e-05
1931 5047.41 194.743 504924 2.99906 4.4105e-05
1932 5050.41 194.85 505508 2.99906 4.41066e-05
1933 5053.41 194.956 506093 2.99906 4.41082e-05
1934 5056.41 195.063 506677 2.99906 4.41098e-05
1935 5059.41 195.169 507263 2.99906 4.41114e-05
1936 5062.41 195.275 507848 2.99906 4.4113e-05
1937 5065.41 195.382 508434 2.99906 4.41146e-05
1938 5068.41 195.488 509020 2.99906 4.41162e-05
1939 5071.41 195.595 509606 2.99906 4.41178e-05
1940 5074.4 195.701 510193 2.99906 4.41194e-05
1941 5077.4 195.808 510780 2.99906 4.4121e-05
1942 5080.4 195.914 511368 2.99906 4.41226e-05
1943 5083.4 196.02 511955 2.99906 4.41242e-05
1944 5086.4 196.127 512543 2.99906 4.41258e-05
1945 5089.4 196.233 513132 2.99906 4.41274e-05
1946 5092.4 196.34 513721 2.99906 4.4129e-05
1947 5095.4 196.446 514310 2.99906 4.41306e-05
1948 5098.4 196.552 514899 2.99906 4.41322e-05
1949 5101.4 196.659 515488 2.99906 4.41338e-05
1950 5104.39 196.765 516078 2.99906 4.41354e-05
1951 5107.39 196.871 516669 2.99906 4.4137e-05
1952 5110.39 196.978 517259 2.99906 4.41386e-05
1953 5113.39 197.084 517850 2.99906 4.41402e-05
1954 5116.39 197.19 518441 2.99906 4.41418e-05
1955 5119.39 197.296 519033 2.99906 4.41434e-05
1956 5122.39 197.403 519625 2.99906 4.4145e-05
1957 5125.39 197.509 520217 2.99906 4.41466e-05
1958 5128.39 197.615 520809 2.99906 4.41482e-05
1959 5131.39 197.721 521402 2.99906 4.41498e-05
1960 5134.39 197.828 521995 2.99906 4.41514e-05
1961 5137.38 197.934 522589 2.99906 4.41531e-05
1962 5140.38 198.04 523183 2.99906 4.41547e-05
1963 5143.38 198.146 523777 2.99906 4.41563e-05
1964 5146.38 198.252 524371 2.99906 4.41579e-05
1965 5149.38 198.359 524966 2.99906 4.41595e-05
1966 5152.38 198.465 525561 2.99906 4.41611e-05
1967 5155.38 198.571 526156 2.99906 4.41627e-05
1968 5158.38 198.677 526752 2.99906 4.41643e-05
1969 5161.38 198.783 527348 2.99906 4.41659e-05
1970 5164.38 198.889 527944 2.99906 4.41675e-05
1971 5167.38 198.995 528541 2.99906 4.41691e-05
1972 5170.37 199.102 529138 2.99906 4.41708e-05
1973 5173.37 199.208 529735 2.99906 4.41724e-05
1974 5176.37 199.314 530333 2.99906 4.4174e-05
1975 5179.37 199.42 530931 2.99906 4.41756e-05
1976 5182.37 199.526 531529 2.99906 4.41772e-05
1977 5185.37 199.632 532128 2.99906 4.41788e-05
1978 5188.37 199.738 532726 2.99906 4.41804e-05
1979 5191.37 199.844 533326 2.99906 4.4182e-05
1980 5194.37 199.95 533925 2.99906 4.41836e-05
1981 5197.37 200.056 534525 2.99906 4.41853e-05
1982 5200.36 200.162 535125 2.99906 4.41869e-05
1983 5203.36 200.268 535725 2.99906 4.41885e-05
1984 5206.36 200.374 536326 2.99906 4.41901e-05
1985 5209.36 200.48 536927 2.99906 4.41917e-05
1986 5212.36 200.586 537529 2.99906 4.41933e-05
1987 5215.36 200.692 538130 2.99906 4.4195e-05
1988 5218.36 200.798 538733 2.99906 4.41966e-05
1989 5221.36 200.904 539335 2.99906 4.41982e-05
1990 5224.36 201.01 539938 2.99906 4.41998e-05
1991 5227.36 201.115 540541 2.99906 4.42014e-05
1992 5230.36 201.221 541144 2.99906 4.4203e-05
1993 5233.35 201.327 541748 2.99906 4.42047e-05
1994 5236.35 201.433 542351 2.99906 4.42063e-05
1995 5239.35 201.539 542956 2.99906 4.42079e-05
1996 5242.35 201.645 543560 2.99906 4.42095e-05
1997 5245.35 201.751 544165 2.99906 4.42111e-05
1998 5248.35 201.857 544770 2.99906 4.42128e-05
1999 5251.35 201.962 545376 2.99906 4.42144e-05
2000 5254.35 202.068 545982 2.99906 4.4216e-05
2001 5257.35 202.174 546588 2.99906 4.42176e-05
2002 5260.35 202.28 547195 2.99906 4.42192e-05
2003 5263.35 202.386 547801 2.99906 4.42209e-05
2004 5266.34 202.491 548408 2.99906 4.42225e-05
2005 5269.34 202.597 549016 2.99906 4.42241e-05
2006 5272.34 202.703 549624 2.99906 4.42257e-05
2007 5275.34 202.809 550232 2.99906 4.42273e-05
2008 5278.34 202.914 550840 2.99906 4.4229e-05
2009 5281.34 203.02 551449 2.99906 4.42306e-05
2010 5284.34 203.126 552058 2.99906 4.42322e-05
2011 5287.34 203.232 552667 2.99906 4.42338e-05
2012 5290.34 203.337 553277 2.99906 4.42355e-05
2013 5293.34 203.443 553887 2.99906 4.42371e-05
2014 5296.33 203.549 554497 2.99906 4.42387e-05
2015 5299.33 203.654 555108 2.99906 4.42403e-05
2016 5302.33 203.76 555719 2.99906 4.4242e-05
2017 5305.33 203.866 556330 2.99906 4.42436e-05
2018 5308.33 203.971 556942 2.99906 4.42452e-05
2019 5311.33 204.077 557553 2.99906 4.42468e-05
2020 5314.33 204.182 558166 2.99906 4.42485e-05
2021 5317.33 204.288 558778 2.99906 4.42501e-05
2022 5320.33 204.394 559391 2.99906 4.42517e-05
2023 5323.33 204.499 560004 2.99906 4.42534e-05
2024 5326.33 204.605 560618 2.99906 4.4255e-05
2025 5329.32 204.71 561231 2.99906 4.42566e-05
2026 5332.32 204.816 561845 2.99906 4.42582e-05
2027 5335.32 204.921 562460 2.99906 4.42599e-05
2028 5338.32 205.027 563075 2.99906 4.42615e-05
2029 5341.32 205.132 563690 2.99906 4.42631e-05
2030 5344.32 205.238 564305 2.99906 4.42648e-05
2031 5347.32 205.343 564921 2.99906 4.42664e-05
2032 5350.32 205.449 565537 2.99906 4.4268e-05
2033 5353.32 205.554 566153 2.99906 4.42697e-05
2034 5356.32 205.66 566770 2.99906 4.42713e-05
2035 5359.32 205.765 567387 2.99906 4.42729e-05
2036 5362.31 205.871 568004 2.99906 4.42746e-05
2037 5365.31 205.976 568621 2.99906 4.42762e-05
2038 5368.31 206.082 569239 2.99906 4.42778e-05
2039 5371.31 206.187 569857 2.99906 4.42795e-05
2040 5374.31 206.293 570476 2.99906 4.42811e-05
2041 5377.31 206.398 571095 2.99906 4.42827e-05
2042 5380.31 206.503 571714 2.99906 4.42844e-05
2043 5383.31 206.609 572333 2.99906 4.4286e-05
2044 5386.31 206.714 572953 2.99906 4.42876e-05
2045 5389.31 206.819 573573 2.99906 4.42893e-05
2046 5392.3 206.925 574194 2.99906 4.42909e-05
2047 5395.3 207.03 574815 2.99906 4.42926e-05
2048 5398.3 207.135 575436 2.99906 4.42942e-05
2049 5401.3 207.241 576057 2.99906 4.42958e-05
2050 5404.3 207.346 576679 2.99906 4.42975e-05
2051 5407.3 207.451 577301 2.99906 4.42991e-05
2052 5410.3 207.557 577923 2.99906 4.43007e-05
2053 5413.3 207.662 578546 2.99906 4.43024e-05
2054 5416.3 207.767 579169 2.99906 4.4304e-05
2055 5419.3 207.872 579792 2.99906 4.43057e-05
2056 5422.3 207.978 580415 2.99906 4.43073e-05
2057 5425.29 208.083 581039 2.99906 4.43089e-05
2058 5428.29 208.188 581664 2.99906 4.43106e-05
2059 5431.29 208.293 582288 2.99906 4.43122e-05
2060 5434.29 208.399 582913 2.99906 4.43139e-05
2061 5437.29 208.504 583538 2.99906 4.43155e-05
2062 5440.29 208.609 584164 2.99906 4.43172e-05
2063 5443.29 208.714 584789 2.99906 4.43188e-05
2064 5446.29 208.819 585415 2.99906 4.43204e-05
2065 5449.29 208.925 586042 2.99906 4.43221e-05
2066 5452.29 209.03 586669 2.99906 4.43237e-05
2067 5455.29 209.135 587296 2.99906 4.43254e-05
2068 5458.28 209.24 587923 2.99906 4.4327e-05
2069 5461.28 209.345 588551 2.99906 4.43287e-05
2070 5464.28 209.45 589179 2.99906 4.43303e-05
2071 5467.28 209.555 589807 2.99906 4.4332e-05
2072 5470.28 209.66 590436 2.99906 4.43336e-05
2073 5473.28 209.765 591065 2.99906 4.43352e-05
2074 5476.28 209.87 591694 2.99906 4.43369e-05
2075 5479.28 209.976 592323 2.99906 4.43385e-05
2076 5482.28 210.081 592953 2.99906 4.43402e-05
2077 5485.28 210.186 593583 2.99906 4.43418e-05
2078 5488.27 210.291 594214 2.99906 4.43435e-05
2079 5491.27 210.396 594845 2.99906 4.43451e-05
2080 5494.27 210.501 595476 2.99906 4.43468e-05
2081 5497.27 210.606 596107 2.99906 4.43484e-05
2082 5500.27 210.711 596739 2.99906 4.43501e-05
2083 5503.27 210.816 597371 2.99906 4.43517e-05
2084 5506.27 210.921 598004 2.99906 4.43534e-05
2085 5509.27 211.026 598636 2.99906 4.4355e-05
2086 5512.27 211.131 599269 2.99906 4.43567e-05
2087 5515.27 211.235 599903 2.99906 4.43583e-05
2088 5518.27 211.34 600536 2.99906 4.436e-05
2089 5521.26 211.445 601170 2.99906 4.43616e-05
2090 5524.26 211.55 601805 2.99906 4.43633e-05
2091 5527.26 211.655 602439 2.99906 4.43649e-05
2092 5530.26 211.76 603074 2.99906 4.43666e-05
2093 5533.26 211.865 603710 2.99906 4.43683e-05
2094 5536.26 211.97 604345 2.99906 4.43699e-05
2095 5539.26 212.075 604981 2.99906 4.43716e-05
2096 5542.26 212.179 605617 2.99906 4.43732e-05
2097 5545.26 212.284 606254 2.99906 4.43749e-05
2098 5548.26 212.389 606890 2.99906 4.43765e-05
2099 5551.26 212.494 607528 2.99906 4.43782e-05
2100 5554.25 212.599 608165 2.99906 4.43798e-05
2101 5557.25 212.704 608803 2.99906 4.43815e-05
2102 5560.25 212.808 609441 2.99906 4.43832e-05
2103 5563.25 212.913 610079 2.99906 4.43848e-05
2104 5566.25 213.018 610718 2.99906 4.43865e-05
2105 5569.25 213.123 611357 2.99906 4.43881e-05
2106 5572.25 213.227 611996 2.99906 4.43898e-05
2107 5575.25 213.332 612636 2.99906 4.43914e-05
2108 5578.25 213.437 613276 2.99906 4.43931e-05
2109 5581.25 213.542 613916 2.99906 4.43948e-05
2110 5584.24 213.646 614557 2.99906 4.43964e-05
2111 5587.24 213.751 615198 2.99906 4.43981e-05
2112 5590.24 213.856 615839 2.99906 4.43997e-05
2113 5593.24 213.96 616480 2.99906 4.44014e-05
2114 5596.24 214.065 617122 2.99906 4.44031e-05
2115 5599.24 214.17 617764 2.99906 4.44047e-05
2116 5602.24 214.274 618407 2.99906 4.44064e-05
2117 5605.24 214.379 619050 2.99906 4.44081e-05
2118 5608.24 214.484 619693 2.99906 4.44097e-05
2119 5611.24 214.588 620336 2.99906 4.44114e-05
2120 5614.24 214.693 620980 2.99906 4.4413e-05
2121 5617.23 214.797 621624 2.99906 4.44147e-05
2122 5620.23 214.902 622268 2.99906 4.44164e-05
2123 5623.23 215.007 622913 2.99906 4.4418e-05
2124 5626.23 215.111 623558 2.99906 4.44197e-05
2125 5629.23 215.216 624203 2.99906 4.44214e-05
2126 5632.23 215.32 624849 2.99906 4.4423e-05
2127 5635.23 215.425 625495 2.99906 4.44247e-05
2128 5638.23 215.529 626141 2.99906 4.44264e-05
2129 5641.23 215.634 626787 2.99906 4.4428e-05
2130 5644.23 215.738 627434 2.99906 4.44297e-05
2131 5647.23 215.843 628081 2.99906 4.44314e-05
2132 5650.22 215.947 628729 2.99906 4.4433e-05
2133 5653.22 216.052 629377 2.99906 4.44347e-05
2134 5656.22 216.156 630025 2.99906 4.44364e-05
2135 5659.22 216.261 630673 2.99906 4.4438e-05
2136 5662.22 216.365 631322 2.99906 4.44397e-05
2137 5665.22 216.47 631971 2.99906 4.44414e-05
2138 5668.22 216.574 632620 2.99906 4.4443e-05
2139 5671.22 216.678 633270 2.99906 4.44447e-05
2140 5674.22 216.783 633920 2.99906 4.44464e-05
2141 5677.22 216.887 634570 2.99906 4.44481e-05
2142 5680.21 216.992 635221 2.99906 4.44497e-05
2143 5683.21 217.096 635872 2.99906 4.44514e-05
2144 5686.21 217.2 636523 2.99906 4.44531e-05
2145 5689.21 217.305 637175 2.99906 4.44547e-05
2146 5692.21 217.409 637827 2.99906 4.44564e-05
2147 5695.21 217.513 638479 2.99906 4.44581e-05
2148 5698.21 217.618 639131 2.99906 4.44598e-05
2149 5701.21 217.722 639784 2.99906 4.44614e-05
2150 5704.21 217.826 640437 2.99906 4.44631e-05
2151 5707.21 217.931 641091 2.99906 4.44648e-05
2152 5710.21 218.035 641744 2.99906 4.44665e-05
2153 5713.2 218.139 642398 2.99906 4.44681e-05
2154 5716.2 218.243 643053 2.99906 4.44698e-05
2155 5719.2 218.348 643707 2.99906 4.44715e-05
2156 5722.2 218.452 644362 2.99906 4.44732e-05
2157 5725.2 218.556 645018 2.99906 4.44748e-05
2158 5728.2 218.66 645673 2.99906 4.44765e-05
2159 5731.2 218.765 646329 2.99906 4.44782e-05
2160 5734.2 218.869 646985 2.99906 4.44799e-05
2161 5737.2 218.973 647642 2.99906 4.44816e-05
2162 5740.2 219.077 648299 2.99906 4.44832e-05
2163 5743.2 219.181 648956 2.99906 4.44849e-05
2164 5746.19 219.286 649614 2.99906 4.44866e-05
2165 5749.19 219.39 650271 2.99906 4.44883e-05
2166 5752.19 219.494 650930 2.99906 4.449e-05
2167 5755.19 219.598 651588 2.99906 4.44916e-05
2168 5758.19 219.702 652247 2.99906 4.44933e-05
2169 5761.19 219.806 652906 2.99906 4.4495e-05
2170 5764.19 219.91 653565 2.99906 4.44967e-05
2171 5767.19 220.014 654225 2.99906 4.44984e-05
2172 5770.19 220.118 654885 2.99906 4.45e-05
2173 5773.19 220.223 655545 2.99906 4.45017e-05
2174 5776.18 220.327 656206 2.99906 4.45034e-05
2175 5779.18 220.431 656867 2.99906 4.45051e-05
2176 5782.18 220.535 657528 2.99906 4.45068e-05
2177 5785.18 220.639 658189 2.99906 4.45085e-05
2178 5788.18 220.743 658851 2.99906 4.45102e-05
2179 5791.18 220.847 659513 2.99906 4.45118e-05
2180 5794.18 220.951 660176 2.99906 4.45135e-05
2181 5797.18 221.055 660839 2.99906 4.45152e-05
2182 5800.18 221.159 661502 2.99906 4.45169e-05
2183 5803.18 221.263 662165 2.99906 4.45186e-05
2184 5806.18 221.367 662829 2.99906 4.45203e-05
2185 5809.17 221.471 663493 2.99906 4.4522e-05
2186 5812.17 221.575 664157 2.99906 4.45236e-05
2187 5815.17 221.679 664822 2.99906 4.45253e-05
2188 5818.17 221.783 665487 2.99906 4.4527e-05
2189 5821.17 221.886 666152 2.99906 4.45287e-05
2190 5824.17 221.99 666818 2.99906 4.45304e-05
2191 5827.17 222.094 667484 2.99906 4.45321e-05
2192 5830.17 222.198 668150 2.99906 4.45338e-05
2193 5833.17 222.302 668817 2.99906 4.45355e-05
2194 5836.17 222.406 669484 2.99906 4.45372e-05
2195 5839.17 222.51 670151 2.99906 4.45389e-05
2196 5842.16 222.614 670818 2.99906 4.45405e-05
2197 5845.16 222.717 671486 2.99906 4.45422e-05
2198 5848.16 222.821 672154 2.99906 4.45439e-05
2199 5851.16 222.925 672822 2.99906 4.45456e-05
2200 5854.16 223.029 673491 2.99906 4.45473e-05
2201 5857.16 223.133 674160 2.99906 4.4549e-05
2202 5860.16 223.236 674830 2.99906 4.45507e-05
2203 5863.16 223.34 675499 2.99906 4.45524e-05
2204 5866.16 223.444 676169 2.99906 4.45541e-05
2205 5869.16 223.548 676839 2.99906 4.45558e-05
2206 5872.15 223.652 677510 2.99906 4.45575e-05
2207 5875.15 223.755 678181 2.99906 4.45592e-05
2208 5878.15 223.859 678852 2.99906 4.45609e-05
2209 5881.15 223.963 679524 2.99906 4.45626e-05
2210 5884.15 224.066 680196 2.99906 4.45643e-05
2211 5887.15 224.17 680868 2.99906 4.4566e-05
2212 5890.15 224.274 681540 2.99906 4.45677e-05
2213 5893.15 224.377 682213 2.99906 4.45694e-05
2214 5896.15 224.481 682886 2.99906 4.45711e-05
2215 5899.15 224.585 683559 2.99906 4.45728e-05
2216 5902.15 224.688 684233 2.99906 4.45744e-05
2217 5905.14 224.792 684907 2.99906 4.45761e-05
2218 5908.14 224.896 685581 2.99906 4.45778e-05
2219 5911.14 224.999 686256 2.99906 4.45795e-05
2220 5914.14 225.103 686931 2.99906 4.45812e-05
2221 5917.14 225.207 687606 2.99906 4.45829e-05
2222 5920.14 225.31 688282 2.99906 4.45846e-05
2223 5923.14 225.414 688958 2.99906 4.45864e-05
2224 5926.14 225.517 689634 2.99906 4.45881e-05
2225 5929.14 225.621 690310 2.99906 4.45898e-05
2226 5932.14 225.724 690987 2.99906 4.45915e-05
2227 5935.14 225.828 691664 2.99906 4.45932e-05
2228 5938.13 225.931 692342 2.99906 4.45949e-05
2229 5941.13 226.035 693019 2.99906 4.45966e-05
2230 5944.13 226.139 693697 2.99906 4.45983e-05
2231 5947.13 226.242 694376 2.99906 4.46e-05
2232 5950.13 226.346 695055 2.99906 4.46017e-05
2233 5953.13 226.449 695734 2.99906 4.46034e-05
2234 5956.13 226.552 696413 2.99906 4.46051e-05
2235 5959.13 226.656 697092 2.99906 4.46068e-05
2236 5962.13 226.759 697772 2.99906 4.46085e-05
2237 5965.13 226.863 698453 2.99906 4.46102e-05
2238 5968.12 226.966 699133 2.99906 4.46119e-05
2239 5971.12 227.07 699814 2.99906 4.46136e-05
2240 5974.12 227.173 700495 2.99906 4.46153e-05
2241 5977.12 227.276 701177 2.99906 4.4617e-05
2242 5980.12 227.38 701858 2.99906 4.46187e-05
2243 5983.12 227.483 702540 2.99906 4.46205e-05
2244 5986.12 227.587 703223 2.99906 4.46222e-05
2245 5989.12 227.69 703905 2.99906 4.46239e-05
2246 5992.12 227.793 704588 2.99906 4.46256e-05
2247 5995.12 227.897 705272 2.99906 4.46273e-05
2248 5998.12 228 705955 2.99906 4.4629e-05
2249 6001.11 228.103 706639 2.99906 4.46307e-05
2250 6004.11 228.207 707324 2.99906 4.46324e-05
2251 6007.11 228.31 708008 2.99906 4.46341e-05
2252 6010.11 228.413 708693 2.99906 4.46359e-05
2253 6013.11 228.517 709378 2.99906 4.46376e-05
2254 6016.11 228.62 710064 2.99906 4.46393e-05
2255 6019.11 228.723 710750 2.99906 4.4641e-05
2256 6022.11 228.826 711436 2.99906 4.46427e-05
2257 6025.11 228.93 712122 2.99906 4.46444e-05
2258 6028.11 229.033 712809 2.99906 4.46461e-05
2259 6031.11 229.136 713496 2.99906 4.46479e-05
2260 6034.1 229.239 714183 2.99906 4.46496e-05
2261 6037.1 229.342 714871 2.99906 4.46513e-05
2262 6040.1 229.446 715559 2.99906 4.4653e-05
2263 6043.1 229.549 716247 2.99906 4.46547e-05
2264 6046.1 229.652 716936 2.99906 4.46564e-05
2265 6049.1 229.755 717625 2.99906 4.46581e-05
2266 6052.1 229.858 718314 2.99906 4.46599e-05
2267 6055.1 229.961 719003 2.99906 4.46616e-05
2268 6058.1 230.065 719693 2.99906 4.46633e-05
2269 6061.1 230.168 720383 2.99906 4.4665e-05
2270 6064.09 230.271 721074 2.99906 4.46667e-05
2271 6067.09 230.374 721764 2.99906 4.46685e-05
2272 6070.09 230.477 722455 2.99906 4.46702e-05
2273 6073.09 230.58 723147 2.99906 4.46719e-05
2274 6076.09 230.683 723839 2.99906 4.46736e-05
2275 6079.09 230.786 724531 2.99906 4.46753e-05
2276 6082.09 230.889 725223 2.99906 4.46771e-05
2277 6085.09 230.992 725915 2.99906 4.46788e-05
2278 6088.09 231.095 726608 2.99906 4.46805e-05
2279 6091.09 231.198 727302 2.99906 4.46822e-05
2280 6094.09 231.301 727995 2.99906 4.4684e-05
2281 6097.08 231.405 728689 2.99906 4.46857e-05
2282 6100.08 231.508 729383 2.99906 4.46874e-05
2283 6103.08 231.61 730078 2.99906 4.46891e-05
2284 6106.08 231.713 730772 2.99906 4.46908e-05
2285 6109.08 231.816 731467 2.99906 4.46926e-05
2286 6112.08 231.919 732163 2.99906 4.46943e-05
2287 6115.08 232.022 732858 2.99906 4.4696e-05
2288 6118.08 232.125 733554 2.99906 4.46977e-05
